user_id,product_id,rating,timestamp
995,278,5,2024-11-16 16:58:07.031581
250,174,4,2024-11-16 17:58:07.031581
106,48,3,2024-11-16 18:58:07.031581
329,26,5,2024-11-16 19:58:07.031581
889,63,5,2024-11-16 20:58:07.031581
11,97,5,2024-11-16 21:58:07.031581
711,36,4,2024-11-16 22:58:07.031581
61,38,5,2024-11-16 23:58:07.031581
730,40,4,2024-11-17 00:58:07.031581
624,77,3,2024-11-17 01:58:07.031581
42,428,5,2024-11-17 02:58:07.031581
149,79,3,2024-11-17 03:58:07.031581
43,63,4,2024-11-17 04:58:07.031581
128,54,3,2024-11-17 05:58:07.031581
594,229,3,2024-11-17 06:58:07.031581
748,462,4,2024-11-17 07:58:07.031581
69,26,4,2024-11-17 08:58:07.031581
910,222,2,2024-11-17 09:58:07.031581
76,181,5,2024-11-17 10:58:07.031581
84,53,5,2024-11-17 11:58:07.031581
509,90,4,2024-11-17 12:58:07.031581
610,28,4,2024-11-17 13:58:07.031581
22,493,3,2024-11-17 14:58:07.031581
999,366,2,2024-11-17 15:58:07.031581
361,64,4,2024-11-17 16:58:07.031581
101,28,5,2024-11-17 17:58:07.031581
716,1,4,2024-11-17 18:58:07.031581
810,75,4,2024-11-17 19:58:07.031581
582,56,4,2024-11-17 20:58:07.031581
388,85,4,2024-11-17 21:58:07.031581
839,16,5,2024-11-17 22:58:07.031581
35,167,4,2024-11-17 23:58:07.031581
632,40,4,2024-11-18 00:58:07.031581
28,154,5,2024-11-18 01:58:07.031581
826,462,3,2024-11-18 02:58:07.031581
525,82,3,2024-11-18 03:58:07.031581
731,385,3,2024-11-18 04:58:07.031581
123,39,3,2024-11-18 05:58:07.031581
592,87,5,2024-11-18 06:58:07.031581
528,43,5,2024-11-18 07:58:07.031581
196,2,4,2024-11-18 08:58:07.031581
273,30,4,2024-11-18 09:58:07.031581
371,46,4,2024-11-18 10:58:07.031581
880,32,4,2024-11-18 11:58:07.031581
360,451,5,2024-11-18 12:58:07.031581
502,127,5,2024-11-18 13:58:07.031581
50,49,5,2024-11-18 14:58:07.031581
699,66,5,2024-11-18 15:58:07.031581
485,85,5,2024-11-18 16:58:07.031581
185,22,3,2024-11-18 17:58:07.031581
633,61,4,2024-11-18 18:58:07.031581
156,149,3,2024-11-18 19:58:07.031581
853,73,4,2024-11-18 20:58:07.031581
160,78,5,2024-11-18 21:58:07.031581
587,65,5,2024-11-18 22:58:07.031581
696,62,5,2024-11-18 23:58:07.031581
499,245,2,2024-11-19 00:58:07.031581
581,61,4,2024-11-19 01:58:07.031581
195,28,4,2024-11-19 02:58:07.031581
505,14,5,2024-11-19 03:58:07.031581
14,383,5,2024-11-19 04:58:07.031581
307,99,5,2024-11-19 05:58:07.031581
328,9,5,2024-11-19 06:58:07.031581
853,2,4,2024-11-19 07:58:07.031581
377,68,3,2024-11-19 08:58:07.031581
607,82,5,2024-11-19 09:58:07.031581
753,377,4,2024-11-19 10:58:07.031581
408,91,4,2024-11-19 11:58:07.031581
996,5,3,2024-11-19 12:58:07.031581
815,265,3,2024-11-19 13:58:07.031581
304,15,5,2024-11-19 14:58:07.031581
725,49,4,2024-11-19 15:58:07.031581
464,148,5,2024-11-19 16:58:07.031581
51,16,4,2024-11-19 17:58:07.031581
156,352,4,2024-11-19 18:58:07.031581
953,341,4,2024-11-19 19:58:07.031581
250,428,3,2024-11-19 20:58:07.031581
60,27,5,2024-11-19 21:58:07.031581
368,50,5,2024-11-19 22:58:07.031581
793,325,4,2024-11-19 23:58:07.031581
292,55,3,2024-11-20 00:58:07.031581
636,38,4,2024-11-20 01:58:07.031581
256,77,5,2024-11-20 02:58:07.031581
236,61,5,2024-11-20 03:58:07.031581
890,67,5,2024-11-20 04:58:07.031581
607,81,5,2024-11-20 05:58:07.031581
10,59,5,2024-11-20 06:58:07.031581
152,55,5,2024-11-20 07:58:07.031581
273,12,5,2024-11-20 08:58:07.031581
163,53,3,2024-11-20 09:58:07.031581
161,95,5,2024-11-20 10:58:07.031581
824,475,3,2024-11-20 11:58:07.031581
33,55,5,2024-11-20 12:58:07.031581
82,88,5,2024-11-20 13:58:07.031581
385,215,4,2024-11-20 14:58:07.031581
206,54,5,2024-11-20 15:58:07.031581
737,13,4,2024-11-20 16:58:07.031581
858,130,3,2024-11-20 17:58:07.031581
407,61,5,2024-11-20 18:58:07.031581
530,69,4,2024-11-20 19:58:07.031581
179,11,5,2024-11-20 20:58:07.031581
901,91,5,2024-11-20 21:58:07.031581
770,177,4,2024-11-20 22:58:07.031581
817,238,4,2024-11-20 23:58:07.031581
408,471,3,2024-11-21 00:58:07.031581
817,28,5,2024-11-21 01:58:07.031581
163,68,3,2024-11-21 02:58:07.031581
686,73,4,2024-11-21 03:58:07.031581
724,116,3,2024-11-21 04:58:07.031581
635,67,5,2024-11-21 05:58:07.031581
742,39,4,2024-11-21 06:58:07.031581
634,89,5,2024-11-21 07:58:07.031581
278,163,2,2024-11-21 08:58:07.031581
771,20,5,2024-11-21 09:58:07.031581
143,120,4,2024-11-21 10:58:07.031581
947,4,5,2024-11-21 11:58:07.031581
699,283,3,2024-11-21 12:58:07.031581
563,426,5,2024-11-21 13:58:07.031581
712,216,4,2024-11-21 14:58:07.031581
423,262,3,2024-11-21 15:58:07.031581
189,495,3,2024-11-21 16:58:07.031581
888,75,5,2024-11-21 17:58:07.031581
527,166,3,2024-11-21 18:58:07.031581
450,48,5,2024-11-21 19:58:07.031581
814,88,3,2024-11-21 20:58:07.031581
682,69,5,2024-11-21 21:58:07.031581
540,47,5,2024-11-21 22:58:07.031581
972,461,5,2024-11-21 23:58:07.031581
275,9,3,2024-11-22 00:58:07.031581
692,393,3,2024-11-22 01:58:07.031581
613,496,4,2024-11-22 02:58:07.031581
20,80,5,2024-11-22 03:58:07.031581
635,39,4,2024-11-22 04:58:07.031581
118,21,4,2024-11-22 05:58:07.031581
4,48,5,2024-11-22 06:58:07.031581
255,74,4,2024-11-22 07:58:07.031581
751,404,4,2024-11-22 08:58:07.031581
689,23,4,2024-11-22 09:58:07.031581
27,456,5,2024-11-22 10:58:07.031581
594,78,3,2024-11-22 11:58:07.031581
987,89,5,2024-11-22 12:58:07.031581
401,18,5,2024-11-22 13:58:07.031581
611,64,5,2024-11-22 14:58:07.031581
316,77,5,2024-11-22 15:58:07.031581
831,70,5,2024-11-22 16:58:07.031581
484,494,5,2024-11-22 17:58:07.031581
859,280,3,2024-11-22 18:58:07.031581
855,81,3,2024-11-22 19:58:07.031581
227,62,4,2024-11-22 20:58:07.031581
732,37,4,2024-11-22 21:58:07.031581
387,94,4,2024-11-22 22:58:07.031581
677,46,5,2024-11-22 23:58:07.031581
967,67,5,2024-11-23 00:58:07.031581
788,71,4,2024-11-23 01:58:07.031581
30,53,4,2024-11-23 02:58:07.031581
832,47,5,2024-11-23 03:58:07.031581
348,99,4,2024-11-23 04:58:07.031581
857,41,5,2024-11-23 05:58:07.031581
622,35,3,2024-11-23 06:58:07.031581
905,202,3,2024-11-23 07:58:07.031581
684,45,5,2024-11-23 08:58:07.031581
997,468,5,2024-11-23 09:58:07.031581
875,466,4,2024-11-23 10:58:07.031581
866,84,3,2024-11-23 11:58:07.031581
155,42,5,2024-11-23 12:58:07.031581
953,74,5,2024-11-23 13:58:07.031581
190,275,3,2024-11-23 14:58:07.031581
608,79,4,2024-11-23 15:58:07.031581
579,6,3,2024-11-23 16:58:07.031581
280,340,5,2024-11-23 17:58:07.031581
406,96,4,2024-11-23 18:58:07.031581
507,176,4,2024-11-23 19:58:07.031581
238,37,5,2024-11-23 20:58:07.031581
230,91,5,2024-11-23 21:58:07.031581
862,91,4,2024-11-23 22:58:07.031581
547,289,5,2024-11-23 23:58:07.031581
259,16,4,2024-11-24 00:58:07.031581
160,182,3,2024-11-24 01:58:07.031581
488,24,4,2024-11-24 02:58:07.031581
417,93,4,2024-11-24 03:58:07.031581
32,42,4,2024-11-24 04:58:07.031581
100,416,3,2024-11-24 05:58:07.031581
465,94,5,2024-11-24 06:58:07.031581
458,61,3,2024-11-24 07:58:07.031581
614,201,4,2024-11-24 08:58:07.031581
804,13,4,2024-11-24 09:58:07.031581
351,51,5,2024-11-24 10:58:07.031581
747,234,3,2024-11-24 11:58:07.031581
229,105,4,2024-11-24 12:58:07.031581
858,148,2,2024-11-24 13:58:07.031581
499,151,4,2024-11-24 14:58:07.031581
263,5,5,2024-11-24 15:58:07.031581
126,463,3,2024-11-24 16:58:07.031581
171,232,4,2024-11-24 17:58:07.031581
743,12,4,2024-11-24 18:58:07.031581
203,67,5,2024-11-24 19:58:07.031581
81,35,4,2024-11-24 20:58:07.031581
713,70,5,2024-11-24 21:58:07.031581
418,52,4,2024-11-24 22:58:07.031581
73,100,5,2024-11-24 23:58:07.031581
929,416,2,2024-11-25 00:58:07.031581
176,473,4,2024-11-25 01:58:07.031581
861,218,5,2024-11-25 02:58:07.031581
739,24,4,2024-11-25 03:58:07.031581
885,447,4,2024-11-25 04:58:07.031581
825,252,3,2024-11-25 05:58:07.031581
988,31,5,2024-11-25 06:58:07.031581
161,31,4,2024-11-25 07:58:07.031581
140,34,4,2024-11-25 08:58:07.031581
19,403,4,2024-11-25 09:58:07.031581
976,237,4,2024-11-25 10:58:07.031581
216,457,5,2024-11-25 11:58:07.031581
474,73,5,2024-11-25 12:58:07.031581
503,232,4,2024-11-25 13:58:07.031581
15,57,3,2024-11-25 14:58:07.031581
833,12,4,2024-11-25 15:58:07.031581
563,210,4,2024-11-25 16:58:07.031581
4,16,5,2024-11-25 17:58:07.031581
905,387,5,2024-11-25 18:58:07.031581
12,64,5,2024-11-25 19:58:07.031581
944,88,3,2024-11-25 20:58:07.031581
231,371,3,2024-11-25 21:58:07.031581
17,90,4,2024-11-25 22:58:07.031581
57,95,4,2024-11-25 23:58:07.031581
834,260,5,2024-11-26 00:58:07.031581
750,251,4,2024-11-26 01:58:07.031581
895,89,3,2024-11-26 02:58:07.031581
162,97,5,2024-11-26 03:58:07.031581
655,29,5,2024-11-26 04:58:07.031581
380,7,5,2024-11-26 05:58:07.031581
197,54,5,2024-11-26 06:58:07.031581
721,37,5,2024-11-26 07:58:07.031581
488,88,5,2024-11-26 08:58:07.031581
718,25,5,2024-11-26 09:58:07.031581
617,100,5,2024-11-26 10:58:07.031581
210,54,4,2024-11-26 11:58:07.031581
138,96,4,2024-11-26 12:58:07.031581
509,457,3,2024-11-26 13:58:07.031581
348,21,5,2024-11-26 14:58:07.031581
798,456,4,2024-11-26 15:58:07.031581
59,1,3,2024-11-26 16:58:07.031581
836,263,4,2024-11-26 17:58:07.031581
688,58,3,2024-11-26 18:58:07.031581
886,69,4,2024-11-26 19:58:07.031581
835,128,3,2024-11-26 20:58:07.031581
578,303,5,2024-11-26 21:58:07.031581
831,88,3,2024-11-26 22:58:07.031581
423,252,5,2024-11-26 23:58:07.031581
866,197,3,2024-11-27 00:58:07.031581
280,23,5,2024-11-27 01:58:07.031581
384,11,5,2024-11-27 02:58:07.031581
487,225,4,2024-11-27 03:58:07.031581
451,32,4,2024-11-27 04:58:07.031581
555,387,4,2024-11-27 05:58:07.031581
173,149,5,2024-11-27 06:58:07.031581
336,71,5,2024-11-27 07:58:07.031581
656,52,5,2024-11-27 08:58:07.031581
328,64,5,2024-11-27 09:58:07.031581
180,48,4,2024-11-27 10:58:07.031581
867,1,5,2024-11-27 11:58:07.031581
173,24,4,2024-11-27 12:58:07.031581
906,134,4,2024-11-27 13:58:07.031581
216,26,3,2024-11-27 14:58:07.031581
252,6,3,2024-11-27 15:58:07.031581
709,22,3,2024-11-27 16:58:07.031581
769,247,4,2024-11-27 17:58:07.031581
529,33,3,2024-11-27 18:58:07.031581
999,43,4,2024-11-27 19:58:07.031581
298,78,4,2024-11-27 20:58:07.031581
993,486,3,2024-11-27 21:58:07.031581
650,25,4,2024-11-27 22:58:07.031581
285,316,2,2024-11-27 23:58:07.031581
230,47,4,2024-11-28 00:58:07.031581
544,319,3,2024-11-28 01:58:07.031581
707,350,4,2024-11-28 02:58:07.031581
668,94,5,2024-11-28 03:58:07.031581
646,4,4,2024-11-28 04:58:07.031581
689,197,3,2024-11-28 05:58:07.031581
430,3,5,2024-11-28 06:58:07.031581
336,294,4,2024-11-28 07:58:07.031581
342,52,5,2024-11-28 08:58:07.031581
219,322,4,2024-11-28 09:58:07.031581
508,163,5,2024-11-28 10:58:07.031581
909,467,4,2024-11-28 11:58:07.031581
450,34,5,2024-11-28 12:58:07.031581
910,30,5,2024-11-28 13:58:07.031581
178,63,5,2024-11-28 14:58:07.031581
304,411,5,2024-11-28 15:58:07.031581
835,76,5,2024-11-28 16:58:07.031581
587,68,5,2024-11-28 17:58:07.031581
307,70,5,2024-11-28 18:58:07.031581
712,7,4,2024-11-28 19:58:07.031581
34,16,5,2024-11-28 20:58:07.031581
297,296,2,2024-11-28 21:58:07.031581
101,72,5,2024-11-28 22:58:07.031581
886,386,3,2024-11-28 23:58:07.031581
880,260,5,2024-11-29 00:58:07.031581
984,140,5,2024-11-29 01:58:07.031581
335,121,2,2024-11-29 02:58:07.031581
977,48,4,2024-11-29 03:58:07.031581
570,84,5,2024-11-29 04:58:07.031581
337,39,4,2024-11-29 05:58:07.031581
830,29,4,2024-11-29 06:58:07.031581
90,181,3,2024-11-29 07:58:07.031581
163,79,5,2024-11-29 08:58:07.031581
476,43,5,2024-11-29 09:58:07.031581
957,180,5,2024-11-29 10:58:07.031581
483,65,3,2024-11-29 11:58:07.031581
120,69,5,2024-11-29 12:58:07.031581
681,321,2,2024-11-29 13:58:07.031581
663,500,3,2024-11-29 14:58:07.031581
866,50,4,2024-11-29 15:58:07.031581
195,2,4,2024-11-29 16:58:07.031581
46,37,3,2024-11-29 17:58:07.031581
462,31,4,2024-11-29 18:58:07.031581
169,87,5,2024-11-29 19:58:07.031581
892,401,4,2024-11-29 20:58:07.031581
704,19,5,2024-11-29 21:58:07.031581
617,418,5,2024-11-29 22:58:07.031581
921,1,3,2024-11-29 23:58:07.031581
166,47,5,2024-11-30 00:58:07.031581
439,139,4,2024-11-30 01:58:07.031581
90,3,4,2024-11-30 02:58:07.031581
716,44,4,2024-11-30 03:58:07.031581
565,242,4,2024-11-30 04:58:07.031581
71,5,4,2024-11-30 05:58:07.031581
647,98,5,2024-11-30 06:58:07.031581
293,417,5,2024-11-30 07:58:07.031581
182,27,3,2024-11-30 08:58:07.031581
824,55,5,2024-11-30 09:58:07.031581
585,185,3,2024-11-30 10:58:07.031581
903,97,5,2024-11-30 11:58:07.031581
474,208,3,2024-11-30 12:58:07.031581
672,1,4,2024-11-30 13:58:07.031581
413,8,5,2024-11-30 14:58:07.031581
739,307,3,2024-11-30 15:58:07.031581
407,212,3,2024-11-30 16:58:07.031581
812,77,5,2024-11-30 17:58:07.031581
937,80,4,2024-11-30 18:58:07.031581
442,7,5,2024-11-30 19:58:07.031581
226,84,3,2024-11-30 20:58:07.031581
386,100,4,2024-11-30 21:58:07.031581
497,77,5,2024-11-30 22:58:07.031581
398,6,4,2024-11-30 23:58:07.031581
171,67,5,2024-12-01 00:58:07.031581
196,50,5,2024-12-01 01:58:07.031581
762,32,4,2024-12-01 02:58:07.031581
624,443,4,2024-12-01 03:58:07.031581
318,338,5,2024-12-01 04:58:07.031581
92,37,5,2024-12-01 05:58:07.031581
742,116,4,2024-12-01 06:58:07.031581
99,31,4,2024-12-01 07:58:07.031581
929,239,3,2024-12-01 08:58:07.031581
721,96,4,2024-12-01 09:58:07.031581
443,264,4,2024-12-01 10:58:07.031581
137,132,3,2024-12-01 11:58:07.031581
512,58,4,2024-12-01 12:58:07.031581
258,69,3,2024-12-01 13:58:07.031581
727,29,5,2024-12-01 14:58:07.031581
350,64,4,2024-12-01 15:58:07.031581
502,305,5,2024-12-01 16:58:07.031581
850,224,2,2024-12-01 17:58:07.031581
745,62,5,2024-12-01 18:58:07.031581
556,66,4,2024-12-01 19:58:07.031581
968,68,5,2024-12-01 20:58:07.031581
161,32,5,2024-12-01 21:58:07.031581
951,135,5,2024-12-01 22:58:07.031581
883,193,5,2024-12-01 23:58:07.031581
255,411,4,2024-12-02 00:58:07.031581
95,37,5,2024-12-02 01:58:07.031581
271,74,5,2024-12-02 02:58:07.031581
231,148,5,2024-12-02 03:58:07.031581
102,56,5,2024-12-02 04:58:07.031581
38,66,5,2024-12-02 05:58:07.031581
12,302,4,2024-12-02 06:58:07.031581
666,75,5,2024-12-02 07:58:07.031581
216,178,4,2024-12-02 08:58:07.031581
1,138,4,2024-12-02 09:58:07.031581
619,85,5,2024-12-02 10:58:07.031581
848,36,5,2024-12-02 11:58:07.031581
913,92,5,2024-12-02 12:58:07.031581
708,329,3,2024-12-02 13:58:07.031581
150,17,4,2024-12-02 14:58:07.031581
839,14,5,2024-12-02 15:58:07.031581
102,54,3,2024-12-02 16:58:07.031581
807,18,3,2024-12-02 17:58:07.031581
848,85,3,2024-12-02 18:58:07.031581
963,12,4,2024-12-02 19:58:07.031581
287,19,3,2024-12-02 20:58:07.031581
246,326,4,2024-12-02 21:58:07.031581
394,74,3,2024-12-02 22:58:07.031581
706,267,3,2024-12-02 23:58:07.031581
845,332,3,2024-12-03 00:58:07.031581
986,92,5,2024-12-03 01:58:07.031581
973,63,3,2024-12-03 02:58:07.031581
627,93,4,2024-12-03 03:58:07.031581
21,90,5,2024-12-03 04:58:07.031581
943,28,4,2024-12-03 05:58:07.031581
53,423,3,2024-12-03 06:58:07.031581
879,32,4,2024-12-03 07:58:07.031581
133,48,4,2024-12-03 08:58:07.031581
966,449,5,2024-12-03 09:58:07.031581
877,477,3,2024-12-03 10:58:07.031581
618,59,4,2024-12-03 11:58:07.031581
188,24,4,2024-12-03 12:58:07.031581
665,44,5,2024-12-03 13:58:07.031581
552,313,3,2024-12-03 14:58:07.031581
944,88,5,2024-12-03 15:58:07.031581
869,71,5,2024-12-03 16:58:07.031581
652,84,4,2024-12-03 17:58:07.031581
386,75,5,2024-12-03 18:58:07.031581
937,28,4,2024-12-03 19:58:07.031581
122,87,5,2024-12-03 20:58:07.031581
107,133,5,2024-12-03 21:58:07.031581
556,53,5,2024-12-03 22:58:07.031581
164,31,4,2024-12-03 23:58:07.031581
363,53,5,2024-12-04 00:58:07.031581
849,24,5,2024-12-04 01:58:07.031581
104,14,4,2024-12-04 02:58:07.031581
760,54,4,2024-12-04 03:58:07.031581
522,333,3,2024-12-04 04:58:07.031581
662,52,5,2024-12-04 05:58:07.031581
296,34,5,2024-12-04 06:58:07.031581
125,60,5,2024-12-04 07:58:07.031581
148,279,4,2024-12-04 08:58:07.031581
793,59,3,2024-12-04 09:58:07.031581
291,496,3,2024-12-04 10:58:07.031581
639,43,4,2024-12-04 11:58:07.031581
242,33,5,2024-12-04 12:58:07.031581
157,84,5,2024-12-04 13:58:07.031581
890,93,5,2024-12-04 14:58:07.031581
25,355,4,2024-12-04 15:58:07.031581
784,84,5,2024-12-04 16:58:07.031581
320,491,2,2024-12-04 17:58:07.031581
654,49,5,2024-12-04 18:58:07.031581
748,248,4,2024-12-04 19:58:07.031581
269,69,5,2024-12-04 20:58:07.031581
933,96,4,2024-12-04 21:58:07.031581
497,289,3,2024-12-04 22:58:07.031581
899,78,3,2024-12-04 23:58:07.031581
799,439,3,2024-12-05 00:58:07.031581
253,394,3,2024-12-05 01:58:07.031581
632,226,5,2024-12-05 02:58:07.031581
409,325,3,2024-12-05 03:58:07.031581
290,22,5,2024-12-05 04:58:07.031581
671,24,4,2024-12-05 05:58:07.031581
64,53,3,2024-12-05 06:58:07.031581
667,24,5,2024-12-05 07:58:07.031581
581,50,3,2024-12-05 08:58:07.031581
686,55,4,2024-12-05 09:58:07.031581
652,312,4,2024-12-05 10:58:07.031581
671,62,4,2024-12-05 11:58:07.031581
511,69,4,2024-12-05 12:58:07.031581
589,482,3,2024-12-05 13:58:07.031581
541,461,4,2024-12-05 14:58:07.031581
489,93,5,2024-12-05 15:58:07.031581
967,339,2,2024-12-05 16:58:07.031581
669,51,5,2024-12-05 17:58:07.031581
219,353,3,2024-12-05 18:58:07.031581
968,70,5,2024-12-05 19:58:07.031581
662,179,5,2024-12-05 20:58:07.031581
822,55,4,2024-12-05 21:58:07.031581
823,11,3,2024-12-05 22:58:07.031581
476,18,5,2024-12-05 23:58:07.031581
930,316,5,2024-12-06 00:58:07.031581
204,54,5,2024-12-06 01:58:07.031581
480,88,5,2024-12-06 02:58:07.031581
486,324,4,2024-12-06 03:58:07.031581
682,210,4,2024-12-06 04:58:07.031581
410,53,5,2024-12-06 05:58:07.031581
317,420,5,2024-12-06 06:58:07.031581
275,20,4,2024-12-06 07:58:07.031581
788,93,5,2024-12-06 08:58:07.031581
434,4,5,2024-12-06 09:58:07.031581
268,58,3,2024-12-06 10:58:07.031581
477,88,5,2024-12-06 11:58:07.031581
769,66,3,2024-12-06 12:58:07.031581
595,10,5,2024-12-06 13:58:07.031581
771,40,3,2024-12-06 14:58:07.031581
228,229,3,2024-12-06 15:58:07.031581
587,225,2,2024-12-06 16:58:07.031581
809,59,4,2024-12-06 17:58:07.031581
860,2,4,2024-12-06 18:58:07.031581
919,130,5,2024-12-06 19:58:07.031581
25,315,4,2024-12-06 20:58:07.031581
145,11,4,2024-12-06 21:58:07.031581
184,62,5,2024-12-06 22:58:07.031581
693,374,3,2024-12-06 23:58:07.031581
297,81,4,2024-12-07 00:58:07.031581
27,429,3,2024-12-07 01:58:07.031581
292,58,4,2024-12-07 02:58:07.031581
676,367,5,2024-12-07 03:58:07.031581
183,66,5,2024-12-07 04:58:07.031581
917,54,3,2024-12-07 05:58:07.031581
808,248,5,2024-12-07 06:58:07.031581
157,225,3,2024-12-07 07:58:07.031581
755,62,3,2024-12-07 08:58:07.031581
67,9,5,2024-12-07 09:58:07.031581
860,69,5,2024-12-07 10:58:07.031581
27,10,4,2024-12-07 11:58:07.031581
85,65,3,2024-12-07 12:58:07.031581
635,103,4,2024-12-07 13:58:07.031581
376,345,5,2024-12-07 14:58:07.031581
334,289,5,2024-12-07 15:58:07.031581
209,442,3,2024-12-07 16:58:07.031581
841,19,5,2024-12-07 17:58:07.031581
138,12,4,2024-12-07 18:58:07.031581
611,20,3,2024-12-07 19:58:07.031581
153,17,3,2024-12-07 20:58:07.031581
60,116,5,2024-12-07 21:58:07.031581
347,79,5,2024-12-07 22:58:07.031581
625,224,2,2024-12-07 23:58:07.031581
685,37,4,2024-12-08 00:58:07.031581
84,41,5,2024-12-08 01:58:07.031581
393,283,3,2024-12-08 02:58:07.031581
400,86,5,2024-12-08 03:58:07.031581
526,65,4,2024-12-08 04:58:07.031581
343,178,5,2024-12-08 05:58:07.031581
8,63,4,2024-12-08 06:58:07.031581
420,481,2,2024-12-08 07:58:07.031581
546,91,5,2024-12-08 08:58:07.031581
275,124,2,2024-12-08 09:58:07.031581
643,57,5,2024-12-08 10:58:07.031581
49,27,5,2024-12-08 11:58:07.031581
38,261,5,2024-12-08 12:58:07.031581
17,217,4,2024-12-08 13:58:07.031581
255,42,5,2024-12-08 14:58:07.031581
809,246,4,2024-12-08 15:58:07.031581
246,43,4,2024-12-08 16:58:07.031581
631,33,3,2024-12-08 17:58:07.031581
904,419,5,2024-12-08 18:58:07.031581
420,7,5,2024-12-08 19:58:07.031581
844,449,4,2024-12-08 20:58:07.031581
425,95,5,2024-12-08 21:58:07.031581
586,221,4,2024-12-08 22:58:07.031581
272,51,5,2024-12-08 23:58:07.031581
782,33,5,2024-12-09 00:58:07.031581
53,451,3,2024-12-09 01:58:07.031581
822,375,4,2024-12-09 02:58:07.031581
782,406,4,2024-12-09 03:58:07.031581
65,355,5,2024-12-09 04:58:07.031581
17,399,3,2024-12-09 05:58:07.031581
90,154,3,2024-12-09 06:58:07.031581
66,146,4,2024-12-09 07:58:07.031581
994,378,4,2024-12-09 08:58:07.031581
149,11,3,2024-12-09 09:58:07.031581
956,355,3,2024-12-09 10:58:07.031581
448,75,4,2024-12-09 11:58:07.031581
586,290,3,2024-12-09 12:58:07.031581
897,28,4,2024-12-09 13:58:07.031581
501,463,3,2024-12-09 14:58:07.031581
305,383,3,2024-12-09 15:58:07.031581
753,25,4,2024-12-09 16:58:07.031581
958,78,4,2024-12-09 17:58:07.031581
407,18,5,2024-12-09 18:58:07.031581
491,38,5,2024-12-09 19:58:07.031581
185,356,4,2024-12-09 20:58:07.031581
7,54,5,2024-12-09 21:58:07.031581
225,33,3,2024-12-09 22:58:07.031581
781,92,5,2024-12-09 23:58:07.031581
457,374,5,2024-12-10 00:58:07.031581
773,237,4,2024-12-10 01:58:07.031581
684,35,5,2024-12-10 02:58:07.031581
750,293,3,2024-12-10 03:58:07.031581
125,38,4,2024-12-10 04:58:07.031581
384,477,3,2024-12-10 05:58:07.031581
368,48,4,2024-12-10 06:58:07.031581
139,497,3,2024-12-10 07:58:07.031581
988,305,4,2024-12-10 08:58:07.031581
719,35,3,2024-12-10 09:58:07.031581
508,95,4,2024-12-10 10:58:07.031581
344,83,3,2024-12-10 11:58:07.031581
662,92,4,2024-12-10 12:58:07.031581
882,315,5,2024-12-10 13:58:07.031581
756,468,4,2024-12-10 14:58:07.031581
369,85,5,2024-12-10 15:58:07.031581
267,77,3,2024-12-10 16:58:07.031581
202,76,5,2024-12-10 17:58:07.031581
551,340,4,2024-12-10 18:58:07.031581
