timestamp,id_maquina,temperatura,rotacao_rpm,vibracao_mm_s,pressao_bar,falha
2025-12-31 20:03:47.108380,2,91.4,1690,53.55,14.23,1
2025-12-31 20:04:47.108380,5,60.4,1316,36.41,11.48,0
2025-12-31 20:05:47.108380,5,65.98,1687,28.39,14.74,0
2025-12-31 20:06:47.108380,1,89.33,2162,55.59,12.49,1
2025-12-31 20:07:47.108380,2,99.34,1655,59.31,11.35,1
2025-12-31 20:08:47.108380,2,60.59,1605,34.41,11.58,0
2025-12-31 20:09:47.108380,4,86.0,1877,54.63,14.47,1
2025-12-31 20:10:47.108380,3,70.43,2024,26.86,10.31,0
2025-12-31 20:11:47.108380,4,79.99,1500,26.56,9.83,0
2025-12-31 20:12:47.108380,1,73.79,1530,21.56,11.6,0
2025-12-31 20:13:47.108380,3,94.39,1608,47.84,9.48,1
2025-12-31 20:14:47.108380,2,67.3,1466,36.53,10.9,0
2025-12-31 20:15:47.108380,2,60.67,1746,24.93,11.82,0
2025-12-31 20:16:47.108380,4,94.76,1867,48.2,13.52,1
2025-12-31 20:17:47.108380,1,91.05,1932,59.72,11.13,1
2025-12-31 20:18:47.108380,1,70.14,1724,30.37,11.91,0
2025-12-31 20:19:47.108380,3,56.41,1779,41.64,10.59,0
2025-12-31 20:20:47.108380,4,94.3,1772,46.0,10.4,1
2025-12-31 20:21:47.108380,3,106.57,1779,57.96,14.65,1
2025-12-31 20:22:47.108380,1,65.45,1686,29.67,13.56,0
2025-12-31 20:23:47.108380,4,53.54,2011,19.9,12.85,1
2025-12-31 20:24:47.108380,2,58.62,1744,34.84,11.24,0
2025-12-31 20:25:47.108380,4,89.18,1645,56.2,14.89,1
2025-12-31 20:26:47.108380,2,60.53,1730,26.32,12.61,0
2025-12-31 20:27:47.108380,5,67.46,1894,36.82,11.13,0
2025-12-31 20:28:47.108380,2,87.85,2104,57.95,8.31,1
2025-12-31 20:29:47.108380,5,69.86,1650,14.88,11.62,0
2025-12-31 20:30:47.108380,2,86.04,1609,56.44,8.8,1
2025-12-31 20:31:47.108380,4,56.77,1878,29.26,9.78,0
2025-12-31 20:32:47.108380,3,80.63,2015,35.97,9.38,0
2025-12-31 20:33:47.108380,1,51.32,1638,40.37,10.8,0
2025-12-31 20:34:47.108380,1,70.56,1783,24.48,14.75,0
2025-12-31 20:35:47.108380,3,89.8,1682,48.74,14.16,1
2025-12-31 20:36:47.108380,1,86.53,1752,53.62,11.96,1
2025-12-31 20:37:47.108380,4,69.26,1453,28.76,14.57,0
2025-12-31 20:38:47.108380,1,72.92,1788,37.84,10.43,0
2025-12-31 20:39:47.108380,3,65.8,1973,25.04,10.93,0
2025-12-31 20:40:47.108380,2,79.63,1960,29.2,10.62,0
2025-12-31 20:41:47.108380,1,65.71,1560,35.24,11.64,0
2025-12-31 20:42:47.108380,2,95.36,1904,66.0,7.06,1
2025-12-31 20:43:47.108380,3,64.61,1974,23.06,10.95,0
2025-12-31 20:44:47.108380,2,79.64,1753,27.58,13.84,0
2025-12-31 20:45:47.108380,2,59.11,1674,32.51,13.59,0
2025-12-31 20:46:47.108380,2,60.64,1768,16.13,13.59,0
2025-12-31 20:47:47.108380,2,92.55,1741,46.0,12.39,1
2025-12-31 20:48:47.108380,3,97.64,1830,51.5,11.36,1
2025-12-31 20:49:47.108380,5,62.2,1957,25.78,12.2,0
2025-12-31 20:50:47.108380,3,87.08,1763,48.0,9.63,1
2025-12-31 20:51:47.108380,3,86.0,2032,53.48,13.52,1
2025-12-31 20:52:47.108380,4,97.6,1897,61.63,14.35,1
2025-12-31 20:53:47.108380,3,71.3,1766,29.23,13.71,0
2025-12-31 20:54:47.108380,5,66.38,1802,27.66,10.71,0
2025-12-31 20:55:47.108380,3,71.31,1865,29.66,11.54,0
2025-12-31 20:56:47.108380,2,60.96,1600,29.92,13.53,0
2025-12-31 20:57:47.108380,3,95.14,1848,49.52,11.43,1
2025-12-31 20:58:47.108380,4,65.99,2102,44.0,11.91,0
2025-12-31 20:59:47.108380,2,79.69,1599,28.22,11.56,0
2025-12-31 21:00:47.108380,2,67.31,1650,32.83,11.72,0
2025-12-31 21:01:47.108380,3,72.39,2248,38.36,11.34,0
2025-12-31 21:02:47.108380,5,60.09,1931,20.51,9.18,0
2025-12-31 21:03:47.108380,2,86.0,1823,47.47,17.1,1
2025-12-31 21:04:47.108380,3,89.36,1707,54.22,14.24,1
2025-12-31 21:05:47.108380,4,63.25,1671,33.47,12.29,0
2025-12-31 21:06:47.108380,4,88.38,1768,46.0,11.69,1
2025-12-31 21:07:47.108380,1,74.53,2123,35.4,13.16,0
2025-12-31 21:08:47.108380,2,68.88,2019,22.58,13.04,0
2025-12-31 21:09:47.108380,5,74.64,1849,25.87,11.5,0
2025-12-31 21:10:47.108380,5,74.0,1914,20.92,10.06,0
2025-12-31 21:11:47.108380,4,56.82,1605,21.03,10.61,0
2025-12-31 21:12:47.108380,1,101.04,1671,53.6,13.04,1
2025-12-31 21:13:47.108380,3,60.3,1637,28.1,14.91,0
2025-12-31 21:14:47.108380,1,64.01,2010,32.06,9.93,0
2025-12-31 21:15:47.108380,2,70.67,1653,28.28,8.52,0
2025-12-31 21:16:47.108380,5,96.91,1791,58.53,9.0,1
2025-12-31 21:17:47.108380,2,49.44,1226,44.0,13.69,1
2025-12-31 21:18:47.108380,1,90.71,1646,51.31,14.51,1
2025-12-31 21:19:47.108380,4,78.39,1834,17.71,10.58,0
2025-12-31 21:20:47.108380,4,99.58,1558,47.93,11.61,1
2025-12-31 21:21:47.108380,4,58.75,1960,33.81,11.11,0
2025-12-31 21:22:47.108380,5,71.65,2022,30.44,10.38,0
2025-12-31 21:23:47.108380,4,72.53,1738,19.28,13.84,0
2025-12-31 21:24:47.108380,4,70.16,2138,25.62,15.95,0
2025-12-31 21:25:47.108380,5,54.79,1741,32.28,14.43,0
2025-12-31 21:26:47.108380,2,71.4,1671,28.76,15.3,0
2025-12-31 21:27:47.108380,3,72.3,1714,20.01,10.74,0
2025-12-31 21:28:47.108380,3,77.42,1865,32.96,13.13,1
2025-12-31 21:29:47.108380,4,73.83,1810,22.51,9.47,0
2025-12-31 21:30:47.108380,3,58.74,1924,25.35,12.1,0
2025-12-31 21:31:47.108380,3,70.51,2021,20.32,11.5,0
2025-12-31 21:32:47.108380,1,66.49,1867,28.42,13.22,0
2025-12-31 21:33:47.108380,4,88.13,1878,50.59,10.62,1
2025-12-31 21:34:47.108380,1,69.41,2454,28.52,12.04,0
2025-12-31 21:35:47.108380,3,90.06,1953,46.0,10.8,1
2025-12-31 21:36:47.108380,3,83.97,1598,29.91,11.73,0
2025-12-31 21:37:47.108380,4,67.86,1728,23.8,16.89,0
2025-12-31 21:38:47.108380,3,66.63,1865,33.23,13.81,0
2025-12-31 21:39:47.108380,1,70.79,2064,30.19,10.72,0
2025-12-31 21:40:47.108380,3,95.39,2065,60.32,10.43,1
2025-12-31 21:41:47.108380,2,56.67,2025,24.34,15.94,0
2025-12-31 21:42:47.108380,2,70.31,1730,29.82,12.32,0
2025-12-31 21:43:47.108380,2,66.17,2183,18.57,11.27,0
2025-12-31 21:44:47.108380,1,70.34,2205,31.51,13.35,0
2025-12-31 21:45:47.108380,5,89.09,1912,57.17,12.27,1
2025-12-31 21:46:47.108380,2,71.55,1658,41.8,8.83,0
2025-12-31 21:47:47.108380,3,71.57,1951,30.81,10.63,0
2025-12-31 21:48:47.108380,5,64.71,1517,16.83,8.12,0
2025-12-31 21:49:47.108380,2,71.34,1667,30.28,12.15,0
2025-12-31 21:50:47.108380,5,95.27,2001,61.39,11.67,1
2025-12-31 21:51:47.108380,3,70.69,1614,18.7,9.2,0
2025-12-31 21:52:47.108380,5,80.83,1706,28.26,12.65,0
2025-12-31 21:53:47.108380,3,89.2,2100,50.72,12.43,1
2025-12-31 21:54:47.108380,1,92.14,1558,58.14,9.47,1
2025-12-31 21:55:47.108380,5,95.36,1509,50.26,8.61,1
2025-12-31 21:56:47.108380,5,54.04,1292,28.08,17.14,0
2025-12-31 21:57:47.108380,5,96.21,2130,54.23,9.11,1
2025-12-31 21:58:47.108380,1,50.97,2285,31.32,12.78,0
2025-12-31 21:59:47.108380,5,91.47,2152,61.7,13.53,1
2025-12-31 22:00:47.108380,2,73.08,1870,25.73,13.78,0
2025-12-31 22:01:47.108380,5,63.55,2012,38.52,11.9,0
2025-12-31 22:02:47.108380,5,96.87,2030,58.68,13.32,1
2025-12-31 22:03:47.108380,1,75.09,1696,35.59,7.95,0
2025-12-31 22:04:47.108380,2,65.31,1562,30.27,10.39,0
2025-12-31 22:05:47.108380,2,63.83,1676,23.86,11.2,0
2025-12-31 22:06:47.108380,2,63.38,1723,25.81,11.08,0
2025-12-31 22:07:47.108380,3,75.62,1853,27.62,9.54,0
2025-12-31 22:08:47.108380,3,74.69,1855,26.56,15.99,0
2025-12-31 22:09:47.108380,4,72.79,2008,32.69,13.14,0
2025-12-31 22:10:47.108380,4,75.75,1780,21.44,14.2,0
2025-12-31 22:11:47.108380,2,78.69,1620,23.11,13.17,0
2025-12-31 22:12:47.108380,1,63.02,2221,25.55,10.33,0
2025-12-31 22:13:47.108380,4,81.77,1522,24.54,9.73,0
2025-12-31 22:14:47.108380,1,94.73,1984,46.83,10.71,1
2025-12-31 22:15:47.108380,1,54.21,2026,20.98,15.42,0
2025-12-31 22:16:47.108380,4,87.95,1959,57.41,12.68,1
2025-12-31 22:17:47.108380,2,92.16,1759,50.21,12.01,1
2025-12-31 22:18:47.108380,1,59.12,1718,30.75,12.56,0
2025-12-31 22:19:47.108380,2,101.51,1845,50.84,11.18,1
2025-12-31 22:20:47.108380,3,73.95,1818,33.54,16.27,0
2025-12-31 22:21:47.108380,5,70.82,1658,23.06,11.28,0
2025-12-31 22:22:47.108380,5,65.0,1885,34.36,8.84,0
2025-12-31 22:23:47.108380,4,71.58,1769,20.98,13.84,0
2025-12-31 22:24:47.108380,5,93.3,1886,54.98,9.68,1
2025-12-31 22:25:47.108380,3,98.84,2072,46.47,8.5,1
2025-12-31 22:26:47.108380,3,93.37,1914,49.37,10.05,1
2025-12-31 22:27:47.108380,5,67.9,1987,20.07,10.25,0
2025-12-31 22:28:47.108380,2,66.38,1813,24.19,12.7,0
2025-12-31 22:29:47.108380,5,75.39,1733,40.19,16.79,0
2025-12-31 22:30:47.108380,5,74.1,1588,22.04,11.71,0
2025-12-31 22:31:47.108380,2,72.7,1829,27.88,12.85,0
2025-12-31 22:32:47.108380,4,76.61,1676,33.98,12.26,0
2025-12-31 22:33:47.108380,4,60.36,1801,35.56,12.25,0
2025-12-31 22:34:47.108380,4,71.46,1820,29.38,11.73,0
2025-12-31 22:35:47.108380,2,76.15,1800,38.66,13.95,0
2025-12-31 22:36:47.108380,5,80.93,1667,20.39,7.29,0
2025-12-31 22:37:47.108380,3,76.47,1969,26.45,12.77,0
2025-12-31 22:38:47.108380,1,62.17,1740,32.13,10.22,0
2025-12-31 22:39:47.108380,1,60.85,1653,27.35,12.03,0
2025-12-31 22:40:47.108380,4,97.13,1828,48.74,12.24,1
2025-12-31 22:41:47.108380,3,59.74,1892,33.04,11.53,0
2025-12-31 22:42:47.108380,1,90.08,1894,51.81,11.97,1
2025-12-31 22:43:47.108380,3,86.0,1687,46.88,13.43,1
2025-12-31 22:44:47.108380,3,86.0,1754,46.0,13.19,1
2025-12-31 22:45:47.108380,1,70.72,1645,20.65,12.25,0
2025-12-31 22:46:47.108380,2,80.42,1763,21.09,11.42,0
2025-12-31 22:47:47.108380,3,65.32,1852,39.61,8.48,0
2025-12-31 22:48:47.108380,4,89.03,1832,51.81,12.02,1
2025-12-31 22:49:47.108380,4,74.96,1488,31.84,10.94,0
2025-12-31 22:50:47.108380,1,59.72,2022,27.55,12.37,0
2025-12-31 22:51:47.108380,4,92.79,1470,46.54,11.9,1
2025-12-31 22:52:47.108380,5,96.05,1744,53.88,12.54,1
2025-12-31 22:53:47.108380,1,66.72,1200,29.21,14.34,0
2025-12-31 22:54:47.108380,5,68.97,1956,41.99,9.91,0
2025-12-31 22:55:47.108380,1,70.69,2077,37.6,15.91,0
2025-12-31 22:56:47.108380,4,76.85,2285,31.97,17.19,0
2025-12-31 22:57:47.108380,2,67.96,1392,26.71,10.5,0
2025-12-31 22:58:47.108380,4,86.0,1957,48.22,9.69,1
2025-12-31 22:59:47.108380,5,91.05,1854,46.0,14.45,1
2025-12-31 23:00:47.108380,5,94.18,2073,46.0,6.93,1
2025-12-31 23:01:47.108380,5,74.63,1861,18.78,13.21,0
2025-12-31 23:02:47.108380,5,74.03,2038,33.86,11.76,0
2025-12-31 23:03:47.108380,2,64.33,1761,35.72,14.99,0
2025-12-31 23:04:47.108380,3,94.55,1841,64.11,11.48,1
2025-12-31 23:05:47.108380,4,62.49,1768,36.62,10.23,0
2025-12-31 23:06:47.108380,1,71.85,1712,24.22,15.62,0
2025-12-31 23:07:47.108380,3,66.53,1698,29.46,11.89,0
2025-12-31 23:08:47.108380,3,67.6,1603,25.06,13.11,0
2025-12-31 23:09:47.108380,5,90.47,1835,53.1,12.92,1
2025-12-31 23:10:47.108380,1,76.53,1777,25.81,7.88,0
2025-12-31 23:11:47.108380,1,87.74,1471,52.33,9.36,1
2025-12-31 23:12:47.108380,1,63.6,1974,25.31,11.32,0
2025-12-31 23:13:47.108380,3,92.63,1752,47.7,9.69,1
2025-12-31 23:14:47.108380,3,95.22,1759,50.95,15.17,1
2025-12-31 23:15:47.108380,3,93.23,1939,63.92,15.29,1
2025-12-31 23:16:47.108380,2,56.42,1447,32.71,14.03,0
2025-12-31 23:17:47.108380,2,93.61,1680,57.02,11.46,1
2025-12-31 23:18:47.108380,3,60.47,1858,31.25,11.39,0
2025-12-31 23:19:47.108380,1,60.97,2024,31.67,14.05,0
2025-12-31 23:20:47.108380,4,59.81,1671,31.33,16.0,0
2025-12-31 23:21:47.108380,1,72.93,1252,24.5,11.42,0
2025-12-31 23:22:47.108380,4,82.38,1951,34.28,11.39,0
2025-12-31 23:23:47.108380,3,95.73,2257,55.96,14.1,1
2025-12-31 23:24:47.108380,5,90.67,1805,55.14,15.3,1
2025-12-31 23:25:47.108380,4,92.99,1768,46.38,11.85,1
2025-12-31 23:26:47.108380,3,51.89,1601,24.66,14.5,0
2025-12-31 23:27:47.108380,4,61.42,1764,25.67,9.99,0
2025-12-31 23:28:47.108380,1,68.3,1892,34.39,10.88,0
2025-12-31 23:29:47.108380,1,87.36,1863,59.02,14.7,1
2025-12-31 23:30:47.108380,3,69.05,1791,24.01,11.34,0
2025-12-31 23:31:47.108380,5,71.36,1960,31.05,11.2,0
2025-12-31 23:32:47.108380,5,79.83,1787,37.76,12.67,0
2025-12-31 23:33:47.108380,2,84.0,1863,21.53,11.03,0
2025-12-31 23:34:47.108380,2,99.39,2026,48.21,13.14,1
2025-12-31 23:35:47.108380,5,89.91,1955,46.0,13.62,1
2025-12-31 23:36:47.108380,3,70.49,1329,24.79,12.09,0
2025-12-31 23:37:47.108380,1,74.71,1755,31.63,15.23,0
2025-12-31 23:38:47.108380,2,59.53,1681,30.88,12.07,0
2025-12-31 23:39:47.108380,5,66.73,1804,25.08,11.92,0
2025-12-31 23:40:47.108380,5,63.76,1928,26.17,10.94,0
2025-12-31 23:41:47.108380,5,78.6,1920,34.01,10.25,0
2025-12-31 23:42:47.108380,1,65.32,1370,14.84,13.74,0
2025-12-31 23:43:47.108380,5,96.36,1835,52.09,14.13,1
2025-12-31 23:44:47.108380,1,61.76,2139,28.64,11.86,0
2025-12-31 23:45:47.108380,5,62.97,1549,30.05,11.39,0
2025-12-31 23:46:47.108380,5,90.38,1946,56.12,15.09,1
2025-12-31 23:47:47.108380,2,90.95,1743,54.09,11.67,1
2025-12-31 23:48:47.108380,1,78.22,1970,34.68,14.2,0
2025-12-31 23:49:47.108380,4,66.86,1633,27.06,12.04,0
2025-12-31 23:50:47.108380,1,100.48,1790,60.5,13.32,1
2025-12-31 23:51:47.108380,3,73.52,1823,30.23,11.12,0
2025-12-31 23:52:47.108380,2,69.05,1925,27.84,15.45,0
2025-12-31 23:53:47.108380,3,64.34,1535,27.48,11.88,0
2025-12-31 23:54:47.108380,5,56.98,1806,25.29,13.8,0
2025-12-31 23:55:47.108380,5,73.32,1736,27.99,10.46,0
2025-12-31 23:56:47.108380,3,88.86,1833,50.74,12.33,1
2025-12-31 23:57:47.108380,2,86.0,2004,52.54,13.51,1
2025-12-31 23:58:47.108380,5,72.87,1750,33.06,12.06,0
2025-12-31 23:59:47.108380,3,78.0,1836,23.83,13.77,0
2026-01-01 00:00:47.108380,1,87.3,1645,58.91,11.02,1
2026-01-01 00:01:47.108380,5,65.66,1774,33.83,12.15,0
2026-01-01 00:02:47.108380,5,61.34,1912,23.09,9.9,0
2026-01-01 00:03:47.108380,2,56.99,1647,42.03,12.34,0
2026-01-01 00:04:47.108380,1,51.99,1703,26.63,10.18,0
2026-01-01 00:05:47.108380,1,59.08,1790,29.25,13.92,0
2026-01-01 00:06:47.108380,3,69.83,1707,26.9,9.47,0
2026-01-01 00:07:47.108380,2,75.89,1943,28.83,13.11,0
2026-01-01 00:08:47.108380,4,75.58,1854,33.36,11.54,0
2026-01-01 00:09:47.108380,4,55.75,1839,37.27,10.88,0
2026-01-01 00:10:47.108380,1,66.26,2195,25.6,14.31,0
2026-01-01 00:11:47.108380,5,92.66,1885,46.82,10.45,1
2026-01-01 00:12:47.108380,1,59.83,1716,24.6,10.68,0
2026-01-01 00:13:47.108380,1,64.58,1278,27.79,16.11,0
2026-01-01 00:14:47.108380,4,57.42,1850,24.56,13.69,0
2026-01-01 00:15:47.108380,4,68.47,1742,20.19,11.8,0
2026-01-01 00:16:47.108380,5,46.62,1422,42.96,9.24,0
2026-01-01 00:17:47.108380,3,71.77,1666,30.87,12.1,0
2026-01-01 00:18:47.108380,3,59.75,1437,33.01,9.35,0
2026-01-01 00:19:47.108380,4,92.36,1917,46.0,10.92,1
2026-01-01 00:20:47.108380,4,86.41,2089,65.7,12.79,1
2026-01-01 00:21:47.108380,4,82.78,1611,21.66,13.64,0
2026-01-01 00:22:47.108380,2,67.78,1580,30.38,12.24,0
2026-01-01 00:23:47.108380,5,62.34,1652,32.72,6.0,0
2026-01-01 00:24:47.108380,2,80.09,2167,22.59,14.88,0
2026-01-01 00:25:47.108380,2,61.11,1660,30.04,13.55,0
2026-01-01 00:26:47.108380,2,71.84,2082,35.41,13.13,0
2026-01-01 00:27:47.108380,2,60.29,1781,28.87,11.07,0
2026-01-01 00:28:47.108380,2,76.68,2152,32.89,14.02,0
2026-01-01 00:29:47.108380,3,100.99,1857,53.57,10.26,1
2026-01-01 00:30:47.108380,4,73.3,1636,31.0,10.09,0
2026-01-01 00:31:47.108380,3,75.74,2126,29.7,14.78,0
2026-01-01 00:32:47.108380,5,50.64,1877,32.61,11.11,0
2026-01-01 00:33:47.108380,3,86.0,1933,47.81,13.49,1
2026-01-01 00:34:47.108380,3,81.83,1840,33.81,13.04,0
2026-01-01 00:35:47.108380,1,96.8,1598,54.02,12.75,1
2026-01-01 00:36:47.108380,5,69.69,1874,37.86,10.34,0
2026-01-01 00:37:47.108380,1,63.23,1861,35.43,9.91,0
2026-01-01 00:38:47.108380,1,67.82,1669,28.99,14.93,0
2026-01-01 00:39:47.108380,5,75.43,2182,26.54,12.68,0
2026-01-01 00:40:47.108380,3,67.81,1647,34.44,15.08,0
2026-01-01 00:41:47.108380,1,92.96,1703,51.68,10.34,1
2026-01-01 00:42:47.108380,3,68.1,1457,25.19,13.42,0
2026-01-01 00:43:47.108380,3,96.48,1492,48.87,12.6,1
2026-01-01 00:44:47.108380,1,73.43,1765,28.61,13.66,0
2026-01-01 00:45:47.108380,4,64.72,1714,21.88,9.31,0
2026-01-01 00:46:47.108380,4,68.5,1560,16.63,11.73,0
2026-01-01 00:47:47.108380,1,73.1,1562,18.68,12.33,0
2026-01-01 00:48:47.108380,4,72.9,1822,25.86,10.19,0
2026-01-01 00:49:47.108380,2,76.51,1852,15.81,11.9,0
2026-01-01 00:50:47.108380,4,57.66,1998,32.95,7.75,0
2026-01-01 00:51:47.108380,2,58.86,1697,29.27,7.79,0
2026-01-01 00:52:47.108380,2,58.88,1524,33.06,10.77,0
2026-01-01 00:53:47.108380,3,96.39,2182,55.66,12.93,1
2026-01-01 00:54:47.108380,3,88.37,1846,48.57,11.19,1
2026-01-01 00:55:47.108380,2,45.06,1667,29.95,10.41,0
2026-01-01 00:56:47.108380,5,57.78,1586,30.01,15.42,0
2026-01-01 00:57:47.108380,4,86.0,1915,46.0,9.36,1
2026-01-01 00:58:47.108380,3,69.88,2198,32.94,9.84,0
2026-01-01 00:59:47.108380,2,59.58,1800,25.04,16.2,0
2026-01-01 01:00:47.108380,3,92.81,1557,46.05,12.53,1
2026-01-01 01:01:47.108380,1,64.33,1908,23.36,9.53,0
2026-01-01 01:02:47.108380,5,77.5,1778,31.89,14.95,0
2026-01-01 01:03:47.108380,1,99.13,2056,46.0,10.37,1
2026-01-01 01:04:47.108380,4,68.54,1812,21.26,11.68,0
2026-01-01 01:05:47.108380,2,86.18,2068,55.59,10.7,1
2026-01-01 01:06:47.108380,4,66.39,1802,22.83,13.9,0
2026-01-01 01:07:47.108380,2,64.96,1858,30.91,11.92,1
2026-01-01 01:08:47.108380,1,68.43,1647,31.3,12.33,0
2026-01-01 01:09:47.108380,5,66.29,2026,18.23,9.93,0
2026-01-01 01:10:47.108380,4,63.75,1964,29.55,7.32,0
2026-01-01 01:11:47.108380,1,68.5,1756,24.87,13.75,0
2026-01-01 01:12:47.108380,1,53.35,1876,28.61,15.08,0
2026-01-01 01:13:47.108380,3,73.9,2170,32.63,15.48,0
2026-01-01 01:14:47.108380,5,72.65,1846,27.79,15.45,0
2026-01-01 01:15:47.108380,3,72.09,1947,23.29,12.71,0
2026-01-01 01:16:47.108380,1,86.0,1865,50.58,10.51,1
2026-01-01 01:17:47.108380,4,66.42,1704,33.15,12.45,0
2026-01-01 01:18:47.108380,3,71.51,1808,29.68,14.44,0
2026-01-01 01:19:47.108380,4,62.7,1972,30.32,7.59,0
2026-01-01 01:20:47.108380,2,86.0,1703,56.62,13.11,1
2026-01-01 01:21:47.108380,1,77.24,1806,34.3,14.51,0
2026-01-01 01:22:47.108380,1,76.06,1902,23.07,9.86,0
2026-01-01 01:23:47.108380,4,70.1,1862,36.84,14.97,0
2026-01-01 01:24:47.108380,4,67.12,1702,23.58,12.91,0
2026-01-01 01:25:47.108380,2,93.64,1603,52.45,11.58,1
2026-01-01 01:26:47.108380,1,79.49,1454,37.46,11.53,0
2026-01-01 01:27:47.108380,4,78.63,1682,26.57,16.24,0
2026-01-01 01:28:47.108380,1,71.03,1995,22.11,13.22,1
2026-01-01 01:29:47.108380,1,93.1,1985,54.89,9.38,1
2026-01-01 01:30:47.108380,3,71.24,1787,19.14,9.24,0
2026-01-01 01:31:47.108380,4,82.14,1688,31.61,16.19,0
2026-01-01 01:32:47.108380,5,58.2,1726,25.19,12.13,0
2026-01-01 01:33:47.108380,4,86.0,1946,52.32,13.05,1
2026-01-01 01:34:47.108380,5,65.11,1982,34.89,11.42,0
2026-01-01 01:35:47.108380,4,60.03,1827,30.91,12.65,0
2026-01-01 01:36:47.108380,5,63.51,1495,26.12,9.74,0
2026-01-01 01:37:47.108380,1,59.4,1880,27.79,16.99,0
2026-01-01 01:38:47.108380,1,66.08,1959,32.68,12.37,1
2026-01-01 01:39:47.108380,4,69.2,1745,25.35,17.22,0
2026-01-01 01:40:47.108380,5,50.02,1790,36.35,9.99,0
2026-01-01 01:41:47.108380,4,66.36,1497,31.03,8.45,0
2026-01-01 01:42:47.108380,2,61.99,1645,25.09,13.26,0
2026-01-01 01:43:47.108380,3,76.39,1782,20.74,10.3,0
2026-01-01 01:44:47.108380,1,72.45,1797,31.75,9.87,0
2026-01-01 01:45:47.108380,2,73.92,1860,24.8,11.4,0
2026-01-01 01:46:47.108380,4,74.43,1834,40.64,13.93,0
2026-01-01 01:47:47.108380,1,86.0,1631,54.79,14.69,1
2026-01-01 01:48:47.108380,3,53.98,2106,27.56,14.18,0
2026-01-01 01:49:47.108380,2,91.35,1827,50.84,10.96,1
2026-01-01 01:50:47.108380,3,91.48,1559,54.02,10.83,1
2026-01-01 01:51:47.108380,4,68.88,1942,25.18,13.74,0
2026-01-01 01:52:47.108380,5,58.04,1958,36.61,11.09,0
2026-01-01 01:53:47.108380,3,88.61,1954,46.0,8.91,1
2026-01-01 01:54:47.108380,5,89.95,2024,53.51,9.25,1
2026-01-01 01:55:47.108380,4,95.1,2144,46.0,10.51,1
2026-01-01 01:56:47.108380,5,96.05,1684,54.91,11.04,1
2026-01-01 01:57:47.108380,4,90.57,1510,48.86,13.35,1
2026-01-01 01:58:47.108380,3,99.06,1593,46.08,9.95,1
2026-01-01 01:59:47.108380,4,61.3,1953,26.32,13.28,0
